entity,iso_code,date,Daily ICU occupancy,Daily ICU occupancy per million,Daily hospital occupancy,Daily hospital occupancy per million,Weekly new hospital admissions,Weekly new hospital admissions per million
Canada,CAN,2020-03-09,0,0,4,0.105,,
Canada,CAN,2020-03-10,0,0,5,0.131,,
Canada,CAN,2020-03-11,0,0,5,0.131,,
Canada,CAN,2020-03-12,0,0,5,0.131,,
Canada,CAN,2020-03-13,1,0.026,7,0.184,,
Canada,CAN,2020-03-14,2,0.053,9,0.236,,
Canada,CAN,2020-03-15,2,0.053,9,0.236,,
Canada,CAN,2020-03-16,2,0.053,17,0.447,,
Canada,CAN,2020-03-17,6,0.158,22,0.578,,
Canada,CAN,2020-03-18,14,0.368,31,0.814,,
Canada,CAN,2020-03-19,16,0.42,42,1.103,,
Canada,CAN,2020-03-20,24,0.63,52,1.366,,
Canada,CAN,2020-03-21,31,0.814,68,1.786,,
Canada,CAN,2020-03-22,35,0.919,76,1.996,,
Canada,CAN,2020-03-23,44,1.156,103,2.706,,
Canada,CAN,2020-03-24,64,1.681,153,4.019,,
Canada,CAN,2020-03-25,72,1.891,176,4.623,,
Canada,CAN,2020-03-26,82,2.154,216,5.674,,
Canada,CAN,2020-03-27,89,2.338,260,6.83,,
Canada,CAN,2020-03-28,125,3.284,294,7.723,,
Canada,CAN,2020-03-29,142,3.73,329,8.642,,
Canada,CAN,2020-03-30,157,4.124,406,10.665,,
Canada,CAN,2020-03-31,165,4.334,482,12.662,,
Canada,CAN,2020-04-01,174,4.571,526,13.817,,
Canada,CAN,2020-04-02,362,9.509,993,26.085,,
Canada,CAN,2020-04-03,397,10.429,1129,29.658,,
Canada,CAN,2020-04-04,424,11.138,1216,31.943,,
Canada,CAN,2020-04-05,455,11.952,1272,33.414,,
Canada,CAN,2020-04-06,486,12.767,1351,35.489,,
Canada,CAN,2020-04-07,505,13.266,1430,37.564,,
Canada,CAN,2020-04-08,523,13.739,1467,38.536,,
Canada,CAN,2020-04-09,561,14.737,1538,40.401,,
Canada,CAN,2020-04-10,542,14.238,1629,42.792,,
Canada,CAN,2020-04-11,561,14.737,1696,44.552,,
Canada,CAN,2020-04-12,570,14.973,1792,47.074,,
Canada,CAN,2020-04-13,576,15.131,1872,49.175,,
Canada,CAN,2020-04-14,571,15,1936,50.856,,
Canada,CAN,2020-04-15,560,14.711,2006,52.695,,
Canada,CAN,2020-04-16,540,14.185,2048,53.799,,
Canada,CAN,2020-04-17,534,14.028,2131,55.979,,
Canada,CAN,2020-04-18,592,15.551,2182,57.319,,
Canada,CAN,2020-04-19,516,13.555,2132,56.005,,
Canada,CAN,2020-04-20,527,13.844,2188,57.476,,
Canada,CAN,2020-04-21,531,13.949,2305,60.55,,
Canada,CAN,2020-04-22,518,13.607,2369,62.231,,
Canada,CAN,2020-04-23,513,13.476,2517,66.119,,
Canada,CAN,2020-04-24,540,14.185,2582,67.826,,
Canada,CAN,2020-04-25,533,14.001,2649,69.586,,
Canada,CAN,2020-04-26,536,14.08,2676,70.295,,
Canada,CAN,2020-04-27,516,13.555,2713,71.267,,
Canada,CAN,2020-04-28,521,13.686,2807,73.737,,
Canada,CAN,2020-04-29,522,13.712,2847,74.787,,
Canada,CAN,2020-04-30,506,13.292,2903,76.258,,
Canada,CAN,2020-05-01,514,13.502,2953,77.572,,
Canada,CAN,2020-05-02,510,13.397,2926,76.863,,
Canada,CAN,2020-05-03,514,13.502,2974,78.124,,
Canada,CAN,2020-05-04,510,13.397,2969,77.992,,
Canada,CAN,2020-05-05,511,13.423,3078,80.855,,
Canada,CAN,2020-05-06,501,13.161,3083,80.987,,
Canada,CAN,2020-05-07,506,13.292,3078,80.855,,
Canada,CAN,2020-05-08,484,12.714,3070,80.645,,
Canada,CAN,2020-05-09,470,12.346,3054,80.225,,
Canada,CAN,2020-05-10,457,12.005,2987,78.465,,
Canada,CAN,2020-05-11,449,11.795,3057,80.304,,
Canada,CAN,2020-05-12,435,11.427,3056,80.278,,
Canada,CAN,2020-05-13,436,11.453,3079,80.882,,
Canada,CAN,2020-05-14,422,11.085,3041,79.884,,
Canada,CAN,2020-05-15,417,10.954,2975,78.15,,
Canada,CAN,2020-05-16,404,10.613,2899,76.153,,
Canada,CAN,2020-05-17,399,10.481,2856,75.024,,
Canada,CAN,2020-05-18,398,10.455,2896,76.075,,
Canada,CAN,2020-05-19,402,10.56,2678,70.348,,
Canada,CAN,2020-05-20,394,10.35,2654,69.718,,
Canada,CAN,2020-05-21,380,9.982,2637,69.271,,
Canada,CAN,2020-05-22,369,9.693,2585,67.905,,
Canada,CAN,2020-05-23,364,9.562,2504,65.777,,
Canada,CAN,2020-05-24,368,9.667,2448,64.306,,
Canada,CAN,2020-05-25,375,9.851,2415,63.439,,
Canada,CAN,2020-05-26,371,9.746,2381,62.546,,
Canada,CAN,2020-05-27,376,9.877,2354,61.837,,
Canada,CAN,2020-05-28,358,9.404,2292,60.208,,
Canada,CAN,2020-05-29,349,9.168,2223,58.396,,
Canada,CAN,2020-05-30,336,8.826,2137,56.137,,
Canada,CAN,2020-05-31,342,8.984,2116,55.585,,
Canada,CAN,2020-06-01,340,8.931,2099,55.138,,
Canada,CAN,2020-06-02,340,8.931,2107,55.348,,
Canada,CAN,2020-06-03,333,8.748,2063,54.193,,
Canada,CAN,2020-06-04,314,8.248,1972,51.802,,
Canada,CAN,2020-06-05,296,7.776,1891,49.674,,
Canada,CAN,2020-06-06,290,7.618,1763,46.312,,
Canada,CAN,2020-06-07,285,7.487,1716,45.077,,
Canada,CAN,2020-06-08,278,7.303,1689,44.368,,
Canada,CAN,2020-06-09,273,7.171,1668,43.816,,
Canada,CAN,2020-06-10,277,7.276,1596,41.925,,
Canada,CAN,2020-06-11,274,7.198,1515,39.797,,
Canada,CAN,2020-06-12,260,6.83,1479,38.852,,
Canada,CAN,2020-06-13,252,6.62,1395,36.645,,
Canada,CAN,2020-06-14,227,5.963,1317,34.596,,
Canada,CAN,2020-06-15,227,5.963,1304,34.255,,
Canada,CAN,2020-06-16,220,5.779,1246,32.731,,
Canada,CAN,2020-06-17,208,5.464,1186,31.155,,
Canada,CAN,2020-06-18,193,5.07,1097,28.817,,
Canada,CAN,2020-06-19,186,4.886,1019,26.768,,
Canada,CAN,2020-06-20,188,4.939,972,25.533,,
Canada,CAN,2020-06-21,193,5.07,912,23.957,,
Canada,CAN,2020-06-22,177,4.65,891,23.406,,
Canada,CAN,2020-06-23,178,4.676,912,23.957,,
Canada,CAN,2020-06-24,170,4.466,886,23.274,,
Canada,CAN,2020-06-25,165,4.334,869,22.828,,
Canada,CAN,2020-06-26,156,4.098,846,22.223,,
Canada,CAN,2020-06-27,148,3.888,818,21.488,,
Canada,CAN,2020-06-28,144,3.783,774,20.332,,
Canada,CAN,2020-06-29,143,3.756,792,20.805,,
Canada,CAN,2020-06-30,128,3.362,756,19.859,,
Canada,CAN,2020-07-01,120,3.152,740,19.439,,
Canada,CAN,2020-07-02,119,3.126,635,16.681,,
Canada,CAN,2020-07-03,117,3.073,649,17.048,,
Canada,CAN,2020-07-04,110,2.89,632,16.602,,
Canada,CAN,2020-07-05,105,2.758,615,16.155,,
Canada,CAN,2020-07-06,100,2.627,597,15.682,,
Canada,CAN,2020-07-07,97,2.548,582,15.288,,
Canada,CAN,2020-07-08,98,2.574,556,14.605,,
Canada,CAN,2020-07-09,97,2.548,526,13.817,,
Canada,CAN,2020-07-10,99,2.601,527,13.844,,
Canada,CAN,2020-07-11,93,2.443,529,13.896,,
Canada,CAN,2020-07-12,93,2.443,514,13.502,,
Canada,CAN,2020-07-13,94,2.469,499,13.108,,
Canada,CAN,2020-07-14,96,2.522,530,13.922,,
Canada,CAN,2020-07-15,89,2.338,503,13.213,,
Canada,CAN,2020-07-16,84,2.207,491,12.898,,
Canada,CAN,2020-07-17,87,2.285,483,12.688,,
Canada,CAN,2020-07-18,88,2.312,470,12.346,,
Canada,CAN,2020-07-19,91,2.39,477,12.53,,
Canada,CAN,2020-07-20,97,2.548,488,12.819,,
Canada,CAN,2020-07-21,93,2.443,496,13.029,,
Canada,CAN,2020-07-22,98,2.574,496,13.029,,
Canada,CAN,2020-07-23,98,2.574,511,13.423,,
Canada,CAN,2020-07-24,90,2.364,484,12.714,,
Canada,CAN,2020-07-25,84,2.207,425,11.164,,
Canada,CAN,2020-07-26,81,2.128,398,10.455,,
Canada,CAN,2020-07-27,80,2.102,401,10.534,,
Canada,CAN,2020-07-28,80,2.102,412,10.823,,
Canada,CAN,2020-07-29,80,2.102,403,10.586,,
Canada,CAN,2020-07-30,86,2.259,411,10.796,,
Canada,CAN,2020-07-31,86,2.259,379,9.956,,
Canada,CAN,2020-08-01,87,2.285,366,9.614,,
Canada,CAN,2020-08-02,90,2.364,358,9.404,,
Canada,CAN,2020-08-03,89,2.338,359,9.431,,
Canada,CAN,2020-08-04,99,2.601,363,9.536,,
Canada,CAN,2020-08-05,99,2.601,341,8.958,,
Canada,CAN,2020-08-06,92,2.417,346,9.089,,
Canada,CAN,2020-08-07,86,2.259,328,8.616,,
Canada,CAN,2020-08-08,90,2.364,314,8.248,,
Canada,CAN,2020-08-09,90,2.364,311,8.17,,
Canada,CAN,2020-08-10,83,2.18,302,7.933,,
Canada,CAN,2020-08-11,82,2.154,286,7.513,,
Canada,CAN,2020-08-12,79,2.075,273,7.171,,
Canada,CAN,2020-08-13,78,2.049,268,7.04,,
Canada,CAN,2020-08-14,78,2.049,271,7.119,,
Canada,CAN,2020-08-15,79,2.075,265,6.961,,
Canada,CAN,2020-08-16,79,2.075,263,6.909,,
Canada,CAN,2020-08-17,73,1.918,245,6.436,,
Canada,CAN,2020-08-18,73,1.918,256,6.725,,
Canada,CAN,2020-08-19,74,1.944,259,6.804,,
Canada,CAN,2020-08-20,74,1.944,247,6.488,,
Canada,CAN,2020-08-21,68,1.786,238,6.252,,
Canada,CAN,2020-08-22,60,1.576,232,6.094,,
Canada,CAN,2020-08-23,54,1.419,226,5.937,,
Canada,CAN,2020-08-24,54,1.419,229,6.016,,
Canada,CAN,2020-08-25,54,1.419,236,6.199,,
Canada,CAN,2020-08-26,53,1.392,233,6.121,,
Canada,CAN,2020-08-27,58,1.524,243,6.383,,
Canada,CAN,2020-08-28,59,1.55,253,6.646,,
Canada,CAN,2020-08-29,62,1.629,243,6.383,,
Canada,CAN,2020-08-30,63,1.655,242,6.357,,
Canada,CAN,2020-08-31,67,1.76,247,6.488,,
Canada,CAN,2020-09-01,72,1.891,273,7.171,,
Canada,CAN,2020-09-02,66,1.734,268,7.04,,
Canada,CAN,2020-09-03,62,1.629,254,6.672,,
Canada,CAN,2020-09-04,65,1.707,260,6.83,,
Canada,CAN,2020-09-05,64,1.681,245,6.436,,
Canada,CAN,2020-09-06,66,1.734,246,6.462,,
Canada,CAN,2020-09-07,67,1.76,252,6.62,,
Canada,CAN,2020-09-08,66,1.734,250,6.567,,
Canada,CAN,2020-09-09,64,1.681,263,6.909,,
Canada,CAN,2020-09-10,59,1.55,270,7.093,,
Canada,CAN,2020-09-11,57,1.497,276,7.25,,
Canada,CAN,2020-09-12,54,1.419,273,7.171,,
Canada,CAN,2020-09-13,58,1.524,270,7.093,,
Canada,CAN,2020-09-14,69,1.813,281,7.382,,
Canada,CAN,2020-09-15,79,2.075,298,7.828,,
Canada,CAN,2020-09-16,86,2.259,285,7.487,,
Canada,CAN,2020-09-17,89,2.338,302,7.933,,
Canada,CAN,2020-09-18,88,2.312,313,8.222,,
Canada,CAN,2020-09-19,91,2.39,318,8.353,,
Canada,CAN,2020-09-20,93,2.443,325,8.537,,
Canada,CAN,2020-09-21,93,2.443,342,8.984,,
Canada,CAN,2020-09-22,93,2.443,380,9.982,,
Canada,CAN,2020-09-23,98,2.574,408,10.718,,
Canada,CAN,2020-09-24,105,2.758,411,10.796,,
Canada,CAN,2020-09-25,104,2.732,426,11.191,,
