entity,iso_code,date,Daily ICU occupancy,Daily ICU occupancy per million,Daily hospital occupancy,Daily hospital occupancy per million,Weekly new hospital admissions,Weekly new hospital admissions per million
Canada,CAN,2022-01-04,662,17.39,4059,106.625,,
Canada,CAN,2022-01-05,701,18.414,5083,133.525,,
Canada,CAN,2022-01-06,753,19.78,5532,145.319,,
Canada,CAN,2022-01-07,793,20.831,5981,157.114,,
Canada,CAN,2022-01-08,858,22.539,6286,165.126,,
Canada,CAN,2022-01-09,896,23.537,6255,164.312,,
Canada,CAN,2022-01-10,917,24.089,6733,176.868,,
Canada,CAN,2022-01-11,980,25.743,7829,205.659,,
Canada,CAN,2022-01-12,1022,26.847,8314,218.399,,
Canada,CAN,2022-01-13,1027,26.978,8737,229.511,,
Canada,CAN,2022-01-14,1053,27.661,9191,241.437,,
Canada,CAN,2022-01-15,1086,28.528,9463,248.582,,
Canada,CAN,2022-01-16,1118,29.369,9240,242.724,,
Canada,CAN,2022-01-17,1147,30.13,10070,264.527,,
Canada,CAN,2022-01-18,1185,31.129,10560,277.399,,
Canada,CAN,2022-01-19,1195,31.391,10615,278.844,,
Canada,CAN,2022-01-20,1203,31.601,10611,278.739,,
Canada,CAN,2022-01-21,1196,31.418,10706,281.234,,
Canada,CAN,2022-01-22,1217,31.969,10579,277.898,,
Canada,CAN,2022-01-23,1215,31.917,10350,271.883,,
Canada,CAN,2022-01-24,1222,32.101,10679,280.525,,
Canada,CAN,2022-01-25,1255,32.967,10872,285.595,,
Canada,CAN,2022-01-26,1213,31.864,10945,287.512,,
Canada,CAN,2022-01-27,1198,31.47,10561,277.425,,
Canada,CAN,2022-01-28,1207,31.706,10438,274.194,,
Canada,CAN,2022-01-29,1200,31.523,10339,271.594,,
Canada,CAN,2022-01-30,1189,31.234,9962,261.69,,
Canada,CAN,2022-01-31,1181,31.024,9825,258.091,,
Canada,CAN,2022-02-01,1167,30.656,9946,261.27,,
Canada,CAN,2022-02-02,1135,29.815,9672,254.072,,
Canada,CAN,2022-02-03,1118,29.369,9426,247.61,,
Canada,CAN,2022-02-04,1087,28.554,9078,238.469,,
Canada,CAN,2022-02-05,1063,27.924,8828,231.901,,
Canada,CAN,2022-02-06,1044,27.425,8505,223.417,,
Canada,CAN,2022-02-07,1037,27.241,8425,221.315,,
Canada,CAN,2022-02-08,1036,27.215,8553,224.677,,
Canada,CAN,2022-02-09,1010,26.532,8196,215.299,,
Canada,CAN,2022-02-10,990,26.006,7977,209.547,,
Canada,CAN,2022-02-11,967,25.402,7752,203.636,,
Canada,CAN,2022-02-12,938,24.64,7553,198.409,,
Canada,CAN,2022-02-13,914,24.01,7305,191.894,,
Canada,CAN,2022-02-14,878,23.064,7032,184.722,,
Canada,CAN,2022-02-15,863,22.67,7160,188.085,,
Canada,CAN,2022-02-16,831,21.829,6875,180.598,,
Canada,CAN,2022-02-17,816,21.435,6669,175.187,,
Canada,CAN,2022-02-18,794,20.857,6507,170.931,,
Canada,CAN,2022-02-19,773,20.306,6366,167.227,,
Canada,CAN,2022-02-20,762,20.017,6194,162.709,,
Canada,CAN,2022-02-21,767,20.148,6212,163.182,,
Canada,CAN,2022-02-22,719,18.887,5965,156.694,,
Canada,CAN,2022-02-23,704,18.493,5903,155.065,,
Canada,CAN,2022-02-24,674,17.705,5684,149.312,,
Canada,CAN,2022-02-25,662,17.39,5456,143.323,,
Canada,CAN,2022-02-26,649,17.048,5477,143.874,,
Canada,CAN,2022-02-27,646,16.97,5295,139.094,,
Canada,CAN,2022-02-28,617,16.208,5069,133.157,,
Canada,CAN,2022-03-01,607,15.945,5095,133.84,,
Canada,CAN,2022-03-02,604,15.866,4973,130.635,,
Canada,CAN,2022-03-03,584,15.341,4880,128.192,,
Canada,CAN,2022-03-04,566,14.868,4714,123.831,,
Canada,CAN,2022-03-05,557,14.632,4688,123.148,,
Canada,CAN,2022-03-06,549,14.422,4522,118.788,,
Canada,CAN,2022-03-07,552,14.5,4453,116.975,,
Canada,CAN,2022-03-08,544,14.29,4490,117.947,,
Canada,CAN,2022-03-09,533,14.001,4423,116.187,,
Canada,CAN,2022-03-10,522,13.712,4299,112.93,,
Canada,CAN,2022-03-11,502,13.187,4193,110.145,,
Canada,CAN,2022-03-12,496,13.029,4198,110.277,,
Canada,CAN,2022-03-13,492,12.924,4198,110.277,,
Canada,CAN,2022-03-14,489,12.845,3958,103.972,,
Canada,CAN,2022-03-15,480,12.609,4058,106.599,,
Canada,CAN,2022-03-16,449,11.795,3906,102.606,,
Canada,CAN,2022-03-17,431,11.322,3830,100.61,,
Canada,CAN,2022-03-18,412,10.823,3766,98.928,,
Canada,CAN,2022-03-19,404,10.613,3764,98.876,,
Canada,CAN,2022-03-20,401,10.534,3702,97.247,,
Canada,CAN,2022-03-21,408,10.718,3674,96.512,,
Canada,CAN,2022-03-22,409,10.744,3813,100.163,,
Canada,CAN,2022-03-23,402,10.56,3775,99.165,,
Canada,CAN,2022-03-24,400,10.508,3830,100.61,,
Canada,CAN,2022-03-25,400,10.508,3821,100.373,,
Canada,CAN,2022-03-26,396,10.402,3861,101.424,,
Canada,CAN,2022-03-27,396,10.402,3861,101.424,,
Canada,CAN,2022-03-28,390,10.245,3911,102.737,,
Canada,CAN,2022-03-29,397,10.429,4079,107.151,,
Canada,CAN,2022-03-30,386,10.14,4125,108.359,,
Canada,CAN,2022-03-31,392,10.297,4225,110.986,,
Canada,CAN,2022-04-01,382,10.035,4250,111.643,,
Canada,CAN,2022-04-02,380,9.982,4301,112.982,,
Canada,CAN,2022-04-03,381,10.008,4301,112.982,,
Canada,CAN,2022-04-04,389,10.219,4487,117.868,,
Canada,CAN,2022-04-05,394,10.35,4742,124.567,,
Canada,CAN,2022-04-06,382,10.035,4838,127.089,,
Canada,CAN,2022-04-07,371,9.746,4957,130.215,,
Canada,CAN,2022-04-08,369,9.693,5012,131.659,,
Canada,CAN,2022-04-09,377,9.903,5074,133.288,,
Canada,CAN,2022-04-10,378,9.93,5083,133.525,,
Canada,CAN,2022-04-11,399,10.481,5120,134.496,,
Canada,CAN,2022-04-12,417,10.954,5599,147.079,,
Canada,CAN,2022-04-13,428,11.243,5747,150.967,,
Canada,CAN,2022-04-14,440,11.558,5958,156.51,,
Canada,CAN,2022-04-15,445,11.69,5993,157.429,,
Canada,CAN,2022-04-16,448,11.768,5696,149.627,,
Canada,CAN,2022-04-17,460,12.084,5856,153.83,,
Canada,CAN,2022-04-18,465,12.215,5867,154.119,,
Canada,CAN,2022-04-19,468,12.294,6271,164.732,,
Canada,CAN,2022-04-20,461,12.11,6619,173.873,,
Canada,CAN,2022-04-21,453,11.9,6787,178.287,,
Canada,CAN,2022-04-22,460,12.084,6752,177.367,,
Canada,CAN,2022-04-23,458,12.031,6845,179.81,,
Canada,CAN,2022-04-24,458,12.031,6523,171.352,,
Canada,CAN,2022-04-25,463,12.162,6556,172.219,,
Canada,CAN,2022-04-26,471,12.373,6894,181.097,,
Canada,CAN,2022-04-27,469,12.32,6955,182.7,,
Canada,CAN,2022-04-28,459,12.057,6905,181.386,,
Canada,CAN,2022-04-29,462,12.136,6887,180.914,,
Canada,CAN,2022-04-30,441,11.585,6884,180.835,,
Canada,CAN,2022-05-01,440,11.558,6618,173.847,,
Canada,CAN,2022-05-02,461,12.11,6511,171.036,,
Canada,CAN,2022-05-03,446,11.716,6805,178.759,,
Canada,CAN,2022-05-04,444,11.663,6822,179.206,,
Canada,CAN,2022-05-05,434,11.401,6755,177.446,,
Canada,CAN,2022-05-06,435,11.427,6673,175.292,,
Canada,CAN,2022-05-07,429,11.269,6574,172.691,,
Canada,CAN,2022-05-08,432,11.348,6178,162.289,,
Canada,CAN,2022-05-09,432,11.348,6083,159.793,,
Canada,CAN,2022-05-10,415,10.902,6382,167.648,,
Canada,CAN,2022-05-11,390,10.245,6259,164.417,,
Canada,CAN,2022-05-12,383,10.061,6087,159.898,,
Canada,CAN,2022-05-13,375,9.851,6022,158.191,,
Canada,CAN,2022-05-14,375,9.851,6022,158.191,,
Canada,CAN,2022-05-15,375,9.851,6022,158.191,,
Canada,CAN,2022-05-16,367,9.641,5879,154.435,,
United States,USA,2020-07-15,9245,27.77,33759,101.404,,
United States,USA,2020-07-16,9797,29.428,38537,115.756,,
United States,USA,2020-07-17,10700,32.14,40060,120.331,,
United States,USA,2020-07-18,10963,32.93,40375,121.277,,
United States,USA,2020-07-19,10271,30.852,37900,113.843,,
United States,USA,2020-07-20,11291,33.916,41140,123.575,,
United States,USA,2020-07-21,11458,34.417,42195,126.744,30554,91.777
United States,USA,2020-07-22,12487,37.508,46107,138.495,31354,94.18
United States,USA,2020-07-23,13912,41.788,47824,143.652,31681,95.162
United States,USA,2020-07-24,13623,40.92,46738,140.39,31872,95.736
United States,USA,2020-07-25,14398,43.248,51819,155.652,32807,98.545
United States,USA,2020-07-26,12403,37.256,42898,128.856,33652,101.083
United States,USA,2020-07-27,14230,42.744,47165,141.673,34623,103.999
United States,USA,2020-07-28,14578,43.789,48110,144.511,35636,107.042
United States,USA,2020-07-29,14021,42.116,45613,137.011,36272,108.953
United States,USA,2020-07-30,14653,44.014,46830,140.667,36796,110.527
United States,USA,2020-07-31,14603,43.864,46150,138.624,38016,114.191
United States,USA,2020-08-01,14400,43.254,50417,151.441,38568,115.849
United States,USA,2020-08-02,14053,42.212,50236,150.897,38555,115.81
United States,USA,2020-08-03,14245,42.789,45290,136.041,38036,114.251
United States,USA,2020-08-04,14116,42.401,45133,135.569,37001,111.142
United States,USA,2020-08-05,14059,42.23,44661,134.151,36588,109.902
United States,USA,2020-08-06,13885,41.707,43890,131.835,36112,108.472
United States,USA,2020-08-07,13769,41.359,43209,129.79,34744,104.363
United States,USA,2020-08-08,13358,40.124,41590,124.927,33365,100.221
United States,USA,2020-08-09,13163,39.539,41479,124.593,33011,99.157
United States,USA,2020-08-10,13181,39.593,42068,126.363,32635,98.028
United States,USA,2020-08-11,13058,39.223,41642,125.083,32367,97.223
United States,USA,2020-08-12,12868,38.653,41816,125.606,31980,96.061
United States,USA,2020-08-13,12677,38.079,41240,123.875,31663,95.108
United States,USA,2020-08-14,12512,37.583,39980,120.091,31570,94.829
United States,USA,2020-08-15,12246,36.784,38699,116.243,31655,95.084
United States,USA,2020-08-16,11991,36.018,38850,116.696,31680,95.159
United States,USA,2020-08-17,11967,35.946,39032,117.243,32163,96.61
United States,USA,2020-08-18,11958,35.919,38897,116.838,32112,96.457
United States,USA,2020-08-19,11571,34.757,38002,114.149,31929,95.907
United States,USA,2020-08-20,11263,33.831,37321,112.104,31756,95.388
United States,USA,2020-08-21,11031,33.135,35989,108.103,31102,93.423
United States,USA,2020-08-22,10779,32.378,34888,104.795,30882,92.762
United States,USA,2020-08-23,10738,32.254,34609,103.957,30413,91.354
United States,USA,2020-08-24,10691,32.113,34791,104.504,29605,88.927
United States,USA,2020-08-25,10603,31.849,34479,103.567,29228,87.794
United States,USA,2020-08-26,10383,31.188,33624,100.999,29374,88.233
United States,USA,2020-08-27,9905,29.752,33285,99.98,29131,87.503
United States,USA,2020-08-28,9883,29.686,31898,95.814,29624,88.984
United States,USA,2020-08-29,9697,29.128,31178,93.652,29715,89.257
United States,USA,2020-08-30,9549,28.683,31075,93.342,29926,89.891
United States,USA,2020-08-31,9509,28.563,31395,94.303,30061,90.296
United States,USA,2020-09-01,9471,28.449,31118,93.471,29816,89.56
United States,USA,2020-09-02,9362,28.121,30827,92.597,29474,88.533
United States,USA,2020-09-03,9234,27.737,30300,91.014,29143,87.539
United States,USA,2020-09-04,9228,27.719,29879,89.75,28542,85.734
United States,USA,2020-09-05,9091,27.307,28845,86.644,27699,83.201
United States,USA,2020-09-06,9010,27.064,28369,85.214,27096,81.39
United States,USA,2020-09-07,8974,26.956,28589,85.875,26610,79.93
United States,USA,2020-09-08,8971,26.947,28952,86.965,26155,78.564
United States,USA,2020-09-09,8784,26.385,28775,86.433,26622,79.966
United States,USA,2020-09-10,8590,25.802,28066,84.304,27278,81.937
United States,USA,2020-09-11,8529,25.619,27368,82.207,27679,83.141
United States,USA,2020-09-12,8308,24.955,26496,79.588,27964,83.997
United States,USA,2020-09-13,8261,24.814,26329,79.086,28406,85.325
United States,USA,2020-09-14,8264,24.823,26788,80.465,28032,84.202
United States,USA,2020-09-15,8158,24.505,26935,80.907,28257,84.878
United States,USA,2020-09-16,8074,24.252,26372,79.215,27190,81.672
United States,USA,2020-09-17,8025,24.105,26085,78.353,26255,78.864
United States,USA,2020-09-18,7970,23.94,25833,77.596,25317,76.046
United States,USA,2020-09-19,7833,23.529,25481,76.539,24700,74.193
United States,USA,2020-09-20,7840,23.55,25543,76.725,24019,72.148
United States,USA,2020-09-21,7856,23.598,26379,79.236,24190,72.661
United States,USA,2020-09-22,7862,23.616,26440,79.42,24045,72.226
United States,USA,2020-09-23,7861,23.613,26483,79.549,24257,72.862
United States,USA,2020-09-24,7830,23.52,26406,79.318,24266,72.889
United States,USA,2020-09-25,7813,23.468,26274,78.921,24381,73.235
United States,USA,2020-09-26,7796,23.417,25903,77.807,24656,74.061
United States,USA,2020-09-27,8067,24.231,25970,78.008,24877,74.725
United States,USA,2020-09-28,7915,23.775,27021,81.165,25358,76.17
United States,USA,2020-09-29,8043,24.159,27506,82.622,25714,77.239
United States,USA,2020-09-30,8070,24.24,27668,83.108,26017,78.149
United States,USA,2020-10-01,8005,24.045,27477,82.535,26474,79.522
United States,USA,2020-10-02,7957,23.901,27408,82.327,26723,80.27
United States,USA,2020-10-03,7964,23.922,27271,81.916,27244,81.835
United States,USA,2020-10-04,8119,24.388,27871,83.718,27606,82.922
United States,USA,2020-10-05,8332,25.027,28956,86.977,28493,85.586
United States,USA,2020-10-06,8571,25.745,30005,90.128,29770,89.422
United States,USA,2020-10-07,8638,25.947,30542,91.741,30590,91.885
United States,USA,2020-10-08,8624,25.905,31014,93.159,31385,94.273
United States,USA,2020-10-09,8723,26.202,31206,93.736,32250,96.872
United States,USA,2020-10-10,8730,26.223,30982,93.063,32788,98.488
United States,USA,2020-10-11,8819,26.49,31434,94.42,33669,101.134
United States,USA,2020-10-12,9047,27.175,32758,98.397,33744,101.359
United States,USA,2020-10-13,9411,28.268,33506,100.644,33795,101.512
United States,USA,2020-10-14,9303,27.944,33935,101.933,34341,103.152
United States,USA,2020-10-15,9478,28.47,34387,103.291,34786,104.489
United States,USA,2020-10-16,9538,28.65,34639,104.048,35602,106.94
United States,USA,2020-10-17,9516,28.584,34319,103.086,36369,109.244
United States,USA,2020-10-18,9725,29.212,35011,105.165,36996,111.127
United States,USA,2020-10-19,10075,30.263,36431,109.43,37558,112.816
United States,USA,2020-10-20,10215,30.684,37411,112.374,38328,115.128
United States,USA,2020-10-21,10453,31.398,38148,114.588,38973,117.066
United States,USA,2020-10-22,10648,31.984,38841,116.669,39853,119.709
United States,USA,2020-10-23,10712,32.176,39082,117.393,40411,121.385
United States,USA,2020-10-24,10710,32.17,39341,118.171,41143,123.584
United States,USA,2020-10-25,10854,32.603,39986,120.109,41400,124.356
United States,USA,2020-10-26,11111,33.375,41336,124.164,41724,125.329
United States,USA,2020-10-27,11431,34.336,42272,126.975,42148,126.603
United States,USA,2020-10-28,11660,35.024,43483,130.613,43168,129.667
United States,USA,2020-10-29,11825,35.52,44165,132.661,44181,132.71
United States,USA,2020-10-30,11854,35.607,45110,135.5,45481,136.614
United States,USA,2020-10-31,11887,35.706,45086,135.428,46113,138.513
United States,USA,2020-11-01,12131,36.439,46088,138.438,47036,141.285
United States,USA,2020-11-02,12594,37.829,47971,144.094,48326,145.16
United States,USA,2020-11-03,12928,38.833,49105,147.5,49617,149.038
United States,USA,2020-11-04,13003,39.058,50465,151.585,50684,152.243
United States,USA,2020-11-05,13228,39.734,51785,155.55,51990,156.166
United States,USA,2020-11-06,13357,40.121,52838,158.713,53365,160.296
United States,USA,2020-11-07,13479,40.488,53817,161.654,55449,166.556
United States,USA,2020-11-08,14008,42.077,55711,167.343,57417,172.467
United States,USA,2020-11-09,14409,43.281,58481,175.663,59225,177.898
United States,USA,2020-11-10,14835,44.561,61415,184.476,61656,185.2
United States,USA,2020-11-11,15116,45.405,63329,190.226,64015,192.286
United States,USA,2020-11-12,15592,46.835,65199,195.843,66110,198.579
United States,USA,2020-11-13,15868,47.664,66124,198.621,68039,204.373
United States,USA,2020-11-14,16238,48.775,67215,201.898,69818,209.717
United States,USA,2020-11-15,16808,50.487,69513,208.801,71643,215.199
United States,USA,2020-11-16,17538,52.68,73098,219.57,73394,220.459
United States,USA,2020-11-17,18088,54.332,75496,226.773,75256,226.052
United States,USA,2020-11-18,18331,55.062,77317,232.242,76926,231.068
United States,USA,2020-11-19,18742,56.297,78341,235.318,78512,235.832
United States,USA,2020-11-20,18916,56.819,79734,239.503,80283,241.152
United States,USA,2020-11-21,19091,57.345,79858,239.875,81657,245.279
United States,USA,2020-11-22,19658,59.048,81792,245.684,82545,247.946
United States,USA,2020-11-23,20176,60.604,84173,252.836,83417,250.565
United States,USA,2020-11-24,20572,61.794,86039,258.441,84715,254.464
United States,USA,2020-11-25,20831,62.572,87121,261.691,85845,257.859
United States,USA,2020-11-26,21025,63.154,86550,259.976,86419,259.583
United States,USA,2020-11-27,21327,64.061,88100,264.632,85020,255.38
United States,USA,2020-11-28,21483,64.53,89600,269.138,85974,258.246
United States,USA,2020-11-29,21919,65.84,92448,277.692,87382,262.475
United States,USA,2020-11-30,22500,67.585,95095,285.643,88259,265.11
United States,USA,2020-12-01,22868,68.69,96673,290.383,89208,267.96
United States,USA,2020-12-02,22962,68.973,97838,293.883,89902,270.045
United States,USA,2020-12-03,23043,69.216,97849,293.916,91087,273.604
United States,USA,2020-12-04,23123,69.456,98140,294.79,94018,282.408
United States,USA,2020-12-05,23172,69.603,97246,292.105,94854,284.92
United States,USA,2020-12-06,23435,70.393,98653,296.331,94877,284.989
United States,USA,2020-12-07,23892,71.766,101027,303.462,95428,286.644
United States,USA,2020-12-08,24197,72.682,102304,307.298,95762,287.647
United States,USA,2020-12-09,24612,73.929,104371,313.506,96919,291.122
United States,USA,2020-12-10,24636,74.001,105048,315.54,98268,295.174
United States,USA,2020-12-11,24747,74.334,105653,317.357,99501,298.878
United States,USA,2020-12-12,24634,73.995,105358,316.471,100640,302.299
United States,USA,2020-12-13,25074,75.317,107402,322.611,101588,305.147
United States,USA,2020-12-14,25560,76.776,109689,329.48,102441,307.709
United States,USA,2020-12-15,25812,77.533,110996,333.406,103842,311.917
United States,USA,2020-12-16,25974,78.02,112009,336.449,104315,313.338
United States,USA,2020-12-17,25894,77.78,112445,337.759,104300,313.293
United States,USA,2020-12-18,25950,77.948,112114,336.765,104298,313.287
United States,USA,2020-12-19,25801,77.5,111037,333.53,104395,313.578
United States,USA,2020-12-20,26057,78.269,112401,337.627,104856,314.963
United States,USA,2020-12-21,26431,79.393,114648,344.376,105463,316.786
United States,USA,2020-12-22,26730,80.291,117527,353.024,106043,318.529
United States,USA,2020-12-23,26928,80.885,118105,354.76,106930,321.193
United States,USA,2020-12-24,26714,80.243,116273,349.257,107484,322.857
United States,USA,2020-12-25,26559,79.777,113495,340.913,106724,320.574
United States,USA,2020-12-26,26734,80.303,115520,346.995,104936,315.204
United States,USA,2020-12-27,27063,81.291,118987,357.409,106216,319.048
United States,USA,2020-12-28,27519,82.661,121424,364.73,106869,321.01
United States,USA,2020-12-29,27782,83.451,122664,368.454,106708,320.526
United States,USA,2020-12-30,27697,83.195,123921,372.23,107060,321.584
United States,USA,2020-12-31,27748,83.349,123346,370.503,108010,324.437
United States,USA,2021-01-01,27471,82.517,121053,363.615,109535,329.018
United States,USA,2021-01-02,27614,82.946,122668,368.466,111290,334.289
United States,USA,2021-01-03,28006,84.124,125595,377.258,112069,336.629
United States,USA,2021-01-04,28266,84.905,127426,382.758,112336,337.431
United States,USA,2021-01-05,28528,85.692,128858,387.06,113829,341.916
United States,USA,2021-01-06,28608,85.932,129805,389.904,114720,344.592
United States,USA,2021-01-07,28491,85.58,128819,386.943,115039,345.551
United States,USA,2021-01-08,28365,85.202,127893,384.161,116013,348.476
United States,USA,2021-01-09,28187,84.667,126426,379.755,117656,353.411
United States,USA,2021-01-10,28370,85.217,126538,380.091,116243,349.167
United States,USA,2021-01-11,28739,86.325,127639,383.398,115308,346.359
United States,USA,2021-01-12,28891,86.782,127090,381.749,113846,341.967
United States,USA,2021-01-13,28734,86.31,126585,380.232,112599,338.221
United States,USA,2021-01-14,28527,85.689,133268,400.306,111773,335.74
United States,USA,2021-01-15,28422,85.373,123790,371.837,111022,333.484
United States,USA,2021-01-16,28120,84.466,121139,363.874,109852,329.97
United States,USA,2021-01-17,27891,83.778,120835,362.96,108767,326.711
United States,USA,2021-01-18,27831,83.598,120422,361.72,107616,323.254
United States,USA,2021-01-19,27584,82.856,119383,358.599,105530,316.988
United States,USA,2021-01-20,27003,81.111,117143,351.871,103154,309.851
United States,USA,2021-01-21,26517,79.651,114100,342.73,100805,302.795
United States,USA,2021-01-22,26006,78.116,111835,335.927,98767,296.673
United States,USA,2021-01-23,25364,76.188,108126,324.786,96481,289.807
United States,USA,2021-01-24,25121,75.458,107008,321.427,94452,283.712
United States,USA,2021-01-25,25003,75.103,106268,319.205,92178,276.881
United States,USA,2021-01-26,24897,74.785,104627,314.275,90895,273.028
United States,USA,2021-01-27,24360,73.172,102664,308.379,89328,268.321
United States,USA,2021-01-28,23786,71.448,100052,300.533,87640,263.25
United States,USA,2021-01-29,23121,69.45,96111,288.695,84648,254.263
United States,USA,2021-01-30,22708,68.21,92548,277.993,82400,247.511
United States,USA,2021-01-31,22503,67.594,91438,274.659,80527,241.885
United States,USA,2021-02-01,22230,66.774,90582,272.087,79093,237.577
United States,USA,2021-02-02,21767,65.383,89004,267.347,76508,229.812
United States,USA,2021-02-03,21406,64.299,87290,262.199,74576,224.009
United States,USA,2021-02-04,20872,62.695,84604,254.131,73011,219.308
United States,USA,2021-02-05,20354,61.139,82139,246.727,71948,216.115
United States,USA,2021-02-06,19863,59.664,79113,237.637,70719,212.424
United States,USA,2021-02-07,19377,58.204,77866,233.891,69310,208.191
United States,USA,2021-02-08,19328,58.057,76870,230.9,67660,203.235
United States,USA,2021-02-09,18929,56.858,75626,227.163,66095,198.534
United States,USA,2021-02-10,18316,55.017,72859,218.852,64192,192.818
United States,USA,2021-02-11,17714,53.209,70110,210.594,61890,185.903
United States,USA,2021-02-12,17334,52.067,67539,202.872,59678,179.259
United States,USA,2021-02-13,16865,50.659,64762,194.53,57416,172.464
United States,USA,2021-02-14,16350,49.112,63300,190.139,55811,167.643
United States,USA,2021-02-15,16227,48.742,62214,186.876,54082,162.45
United States,USA,2021-02-16,15921,47.823,61504,184.744,51999,156.193
United States,USA,2021-02-17,15579,46.796,62253,186.994,50597,151.982
United States,USA,2021-02-18,15024,45.129,58309,175.147,49186,147.743
United States,USA,2021-02-19,14492,43.531,56739,170.431,47947,144.022
United States,USA,2021-02-20,14111,42.386,54402,163.411,47109,141.505
United States,USA,2021-02-21,13724,41.224,53615,161.047,46410,139.405
United States,USA,2021-02-22,13671,41.065,53026,159.278,46232,138.87
United States,USA,2021-02-23,13354,40.112,51984,156.148,45980,138.113
United States,USA,2021-02-24,12892,38.725,50965,153.087,45300,136.071
United States,USA,2021-02-25,12464,37.439,49047,147.326,44621,134.031
United States,USA,2021-02-26,12165,36.541,47229,141.865,43674,131.187
United States,USA,2021-02-27,11716,35.192,45336,136.179,42526,127.738
United States,USA,2021-02-28,11552,34.7,44874,134.791,41679,125.194
United States,USA,2021-03-01,11362,34.129,43721,131.328,40540,121.773
United States,USA,2021-03-02,11040,33.162,42650,128.111,39206,117.766
United States,USA,2021-03-03,10745,32.275,42159,126.636,38015,114.188
United States,USA,2021-03-04,10556,31.708,40176,120.679,37178,111.674
United States,USA,2021-03-05,10323,31.008,39582,118.895,36734,110.34
United States,USA,2021-03-06,10029,30.125,38207,114.765,36198,108.73
United States,USA,2021-03-07,9848,29.581,37770,113.452,35566,106.832
United States,USA,2021-03-08,9790,29.407,37687,113.203,35289,106
United States,USA,2021-03-09,9612,28.872,37040,111.26,34964,105.024
United States,USA,2021-03-10,9456,28.404,36666,110.136,34737,104.342
United States,USA,2021-03-11,9242,27.761,35915,107.88,34270,102.939
United States,USA,2021-03-12,9120,27.394,35648,107.078,34183,102.678
United States,USA,2021-03-13,8907,26.755,34984,105.084,33857,101.699
United States,USA,2021-03-14,8775,26.358,34413,103.369,33645,101.062
United States,USA,2021-03-15,8787,26.394,34701,104.234,33531,100.719
United States,USA,2021-03-16,8736,26.241,34577,103.861,33410,100.356
United States,USA,2021-03-17,8682,26.079,34595,103.915,33169,99.632
United States,USA,2021-03-18,8521,25.595,34104,102.441,33154,99.587
United States,USA,2021-03-19,8422,25.298,34035,102.233,32830,98.614
United States,USA,2021-03-20,8241,24.754,33214,99.767,32980,99.064
United States,USA,2021-03-21,8127,24.412,33283,99.974,32999,99.121
United States,USA,2021-03-22,8347,25.072,33742,101.353,33051,99.278
United States,USA,2021-03-23,8379,25.169,33996,102.116,33334,100.128
United States,USA,2021-03-24,8489,25.499,34368,103.234,33606,100.945
United States,USA,2021-03-25,8338,25.045,34362,103.216,33951,101.981
United States,USA,2021-03-26,8329,25.018,34634,104.033,34229,102.816
United States,USA,2021-03-27,8201,24.634,33946,101.966,34416,103.378
United States,USA,2021-03-28,8359,25.109,34464,103.522,34984,105.084
United States,USA,2021-03-29,8439,25.349,35027,105.213,35248,105.877
United States,USA,2021-03-30,8572,25.748,35418,106.387,35410,106.363
United States,USA,2021-03-31,8502,25.538,35568,106.838,35477,106.565
United States,USA,2021-04-01,8470,25.442,35571,106.847,35584,106.886
United States,USA,2021-04-02,8466,25.43,35607,106.955,35765,107.43
United States,USA,2021-04-03,8541,25.655,35195,105.718,36005,108.151
United States,USA,2021-04-04,8606,25.85,35675,107.159,36124,108.508
United States,USA,2021-04-05,8849,26.58,36624,110.01,36508,109.662
United States,USA,2021-04-06,9012,27.07,37551,112.795,37137,111.551
United States,USA,2021-04-07,9024,27.106,37752,113.398,37692,113.218
United States,USA,2021-04-08,9194,27.617,37953,114.002,38058,114.317
United States,USA,2021-04-09,9145,27.469,37856,113.711,38478,115.579
United States,USA,2021-04-10,9130,27.424,37546,112.78,38792,116.522
United States,USA,2021-04-11,9245,27.77,38089,114.411,39199,117.745
United States,USA,2021-04-12,9452,28.392,38927,116.928,39432,118.445
United States,USA,2021-04-13,9536,28.644,39201,117.751,39322,118.114
United States,USA,2021-04-14,9583,28.785,39474,118.571,39341,118.171
United States,USA,2021-04-15,9476,28.464,39188,117.712,39380,118.288
United States,USA,2021-04-16,9530,28.626,39406,118.367,39588,118.913
United States,USA,2021-04-17,9551,28.689,39012,117.183,39866,119.748
United States,USA,2021-04-18,9632,28.932,39460,118.529,39889,119.817
United States,USA,2021-04-19,9828,29.521,40212,120.788,39867,119.751
United States,USA,2021-04-20,9918,29.791,40206,120.77,39734,119.352
United States,USA,2021-04-21,9917,29.788,40051,120.304,39553,118.808
United States,USA,2021-04-22,9842,29.563,39201,117.751,39243,117.877
United States,USA,2021-04-23,9705,29.152,38562,115.831,38543,115.774
United States,USA,2021-04-24,9572,28.752,37357,112.212,37758,113.416
United States,USA,2021-04-25,9546,28.674,37133,111.539,37096,111.428
United States,USA,2021-04-26,9759,29.314,37540,112.761,36497,109.629
United States,USA,2021-04-27,9665,29.031,37207,111.761,35992,108.112
United States,USA,2021-04-28,9537,28.647,36886,110.797,35406,106.351
United States,USA,2021-04-29,9371,28.148,35988,108.1,34959,105.009
United States,USA,2021-04-30,9242,27.761,35364,106.225,34748,104.375
United States,USA,2021-05-01,9105,27.349,34005,102.143,34221,102.792
United States,USA,2021-05-02,9075,27.259,33764,101.419,33736,101.335
